序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1993,雲林縣,2015/01/06,崙背,5.0,0.56,23.7,94.0,63,23,5.65,17.81,2.5,20.53,77.49
1994,雲林縣,2015/01/06,麥寮,3.1,0.43,31.8,111.0,63,17,4.18,12.73,3.08,20.09,81.48
1995,雲林縣,2015/01/06,臺西,3.6,0.39,33.2,81.0,58,16,2.39,13.68,4.87,20.64,83.21
1996,雲林縣,2015/01/05,斗六,4.6,0.55,25.8,66.0,40,-,-,-,0.99,21.48,63.37
1997,雲林縣,2015/01/05,崙背,2.4,0.53,27.4,100.0,73,22,4.7,17.48,1.7,19.18,71.98
1998,雲林縣,2015/01/05,麥寮,4.2,0.56,32.6,127.0,80,24,6.51,17.57,2.13,18.63,79.08
1999,雲林縣,2015/01/05,臺西,4.7,0.52,34.0,107.0,84,24,6.05,17.83,3.07,18.67,82.1
2000,雲林縣,2015/01/04,斗六,3.3,0.55,29.7,94.0,64,-,-,-,1.16,19.1,66.94
2001,雲林縣,2015/01/04,崙背,3.9,0.59,23.7,103.0,78,22,3.77,17.79,1.65,17.27,73.4
2002,雲林縣,2015/01/04,麥寮,3.5,0.43,33.0,106.0,60,17,2.44,14.59,1.95,17.27,79.67
2003,雲林縣,2015/01/04,臺西,4.3,0.39,37.2,78.0,54,18,2.61,15.45,2.73,17.3,82.08
2004,雲林縣,2015/01/03,斗六,3.3,0.65,24.9,102.0,63,32,8.35,23.23,1.23,17.65,66.83
2005,雲林縣,2015/01/03,崙背,3.6,0.4,27.2,66.0,41,18,2.98,15.21,1.73,16.01,67.43
2006,雲林縣,2015/01/03,麥寮,3.2,0.33,33.6,64.0,26,15,2.57,12.47,1.92,16.59,72.06
2007,雲林縣,2015/01/03,臺西,6.6,0.29,36.2,52.0,26,15,1.62,13.06,3.1,16.31,75.52
2008,雲林縣,2015/01/02,斗六,3.5,0.47,26.6,75.0,40,21,2.24,18.77,1.4,15.84,62.09
2009,雲林縣,2015/01/02,崙背,3.6,0.37,27.2,63.0,34,16,1.77,13.82,2.94,14.7,60.27
2010,雲林縣,2015/01/02,麥寮,5.4,0.36,31.4,83.0,26,16,2.43,13.9,3.88,15.69,65.39
2011,雲林縣,2015/01/02,臺西,5.9,0.3,33.6,57.0,23,15,1.08,13.71,6.8,15.04,70.57
2012,雲林縣,2015/01/01,斗六,3.9,0.55,26.9,88.0,49,24,2.8,20.78,1.93,16.16,65.08
2013,雲林縣,2015/01/01,崙背,4.7,0.48,32.3,112.0,53,15,1.93,12.94,4.12,14.71,60.21
2014,雲林縣,2015/01/01,麥寮,6.2,0.5,36.6,202.0,55,16,1.29,14.46,5.66,15.67,64.69
2015,雲林縣,2015/01/01,臺西,5.7,0.46,39.6,118.0,52,14,0.95,13.1,9.25,15.08,69.84
2016,嘉義縣,2015/01/31,朴子,3.0,0.46,30.7,76.0,21,13,1.84,10.74,3.11,17.31,73.39
2017,嘉義縣,2015/01/31,新港,2.7,0.47,29.2,63.0,25,12,2.04,10.35,3.41,15.34,78.73
2018,嘉義縣,2015/01/30,朴子,2.7,0.29,24.6,78.0,28,14,0.92,12.53,2.92,18.8,78.89
2019,嘉義縣,2015/01/30,新港,2.3,0.28,25.7,61.0,22,11,1.87,9.43,3.65,16.76,84.43
2020,嘉義縣,2015/01/29,朴子,3.9,0.32,29.8,66.0,15,14,1.64,12.03,2.56,19.67,76.72
2021,嘉義縣,2015/01/29,新港,3.5,0.35,24.8,60.0,21,15,1.99,13.17,2.7,17.6,82.36
2022,嘉義縣,2015/01/28,朴子,3.7,0.45,28.0,69.0,20,15,1.28,13.92,2.63,19.07,74.76
2023,嘉義縣,2015/01/28,新港,3.7,0.47,26.7,58.0,19,14,1.15,13.3,2.87,17.17,79.72
2024,嘉義縣,2015/01/27,朴子,2.4,0.48,27.7,91.0,43,17,2.53,14.25,2.19,20.15,86.33
2025,嘉義縣,2015/01/27,新港,2.0,0.5,24.8,84.0,42,17,2.67,13.84,2.51,18.31,89.13
2026,嘉義縣,2015/01/26,朴子,3.1,0.33,32.7,66.0,32,14,1.66,12.47,2.27,19.85,79.77
2027,嘉義縣,2015/01/26,新港,3.4,0.41,27.6,69.0,37,16,1.83,14.24,2.63,17.86,85.13
2028,嘉義縣,2015/01/25,朴子,4.1,0.56,36.6,138.0,82,18,1.24,16.7,1.82,20.03,69.01
2029,嘉義縣,2015/01/25,新港,4.4,0.64,32.9,147.0,85,20,2.05,18.11,2.01,17.77,77.79
2030,嘉義縣,2015/01/24,朴子,4.6,0.68,35.6,137.0,72,25,3.63,21.77,1.5,17.86,68.51
2031,嘉義縣,2015/01/24,新港,4.6,0.72,30.9,141.0,76,31,7.17,23.67,1.64,15.75,74.79
2032,嘉義縣,2015/01/23,朴子,4.4,0.59,36.2,122.0,58,24,3.75,20.03,1.53,16.78,56.05
2033,嘉義縣,2015/01/23,新港,3.7,0.7,30.4,134.0,65,30,5.61,23.96,1.57,14.68,66.85
2034,嘉義縣,2015/01/22,朴子,4.1,0.44,50.4,123.0,47,13,0.61,12.34,2.84,17.8,58.35
2035,嘉義縣,2015/01/22,新港,4.3,0.5,44.3,116.0,48,15,1.07,14.32,3.39,15.97,62.19
2036,嘉義縣,2015/01/21,朴子,3.2,0.38,38.5,117.0,44,13,0.97,12.09,2.42,19.24,80.63
2037,嘉義縣,2015/01/21,新港,3.0,0.39,36.2,103.0,41,12,1.42,10.8,2.94,17.5,84.52
2038,嘉義縣,2015/01/20,朴子,4.3,0.51,41.5,126.0,54,17,2.15,15.09,1.68,19.06,69.33
2039,嘉義縣,2015/01/20,新港,4.8,0.52,36.3,120.0,56,21,3.85,16.72,1.76,17.1,76.45
2040,嘉義縣,2015/01/19,朴子,3.5,0.41,37.5,100.0,39,14,1.41,12.85,2.18,17.87,63.99
2041,嘉義縣,2015/01/19,新港,3.7,0.43,32.8,88.0,39,15,1.6,13.68,2.32,15.78,71.39
2042,嘉義縣,2015/01/18,朴子,4.2,0.49,30.7,120.0,61,15,1.93,13.25,2.09,16.9,70.45
2043,嘉義縣,2015/01/18,新港,3.9,0.51,28.1,111.0,59,17,3.71,13.39,2.47,14.84,76.5
2044,嘉義縣,2015/01/17,朴子,3.8,0.45,39.7,132.0,59,14,1.31,12.45,2.76,17.52,63.49
2045,嘉義縣,2015/01/17,新港,4.2,0.48,36.3,110.0,55,14,0.93,13.31,3.06,15.53,70.22
2046,嘉義縣,2015/01/16,朴子,3.3,0.38,28.0,85.0,27,17,1.57,15.48,2.5,18.19,75.86
2047,嘉義縣,2015/01/16,新港,3.5,0.41,26.1,77.0,30,18,2.36,15.45,2.82,16.13,79.89
2048,嘉義縣,2015/01/15,朴子,2.7,0.31,31.3,81.0,19,15,2.0,12.56,2.67,17.82,71.61
2049,嘉義縣,2015/01/15,新港,3.2,0.38,27.4,65.0,20,16,3.06,12.98,2.93,15.77,77.12
2050,嘉義縣,2015/01/14,朴子,2.5,0.29,30.4,29.0,6,12,2.05,10.08,2.96,18.42,81.47
2051,嘉義縣,2015/01/14,新港,2.3,0.3,29.8,29.0,15,11,1.76,9.11,3.59,16.62,84.06
2052,嘉義縣,2015/01/13,朴子,2.9,0.36,31.5,71.0,17,13,1.92,11.2,2.12,19.66,80.39
2053,嘉義縣,2015/01/13,新港,2.4,0.34,29.3,78.0,23,14,2.13,11.38,2.31,17.58,85.12
2054,嘉義縣,2015/01/12,朴子,4.0,0.51,36.2,114.0,37,20,3.9,16.3,1.73,20.33,66.83
2055,嘉義縣,2015/01/12,新港,5.5,0.57,31.5,108.0,46,23,4.44,18.73,1.68,18.57,72.62
2056,嘉義縣,2015/01/11,朴子,4.1,0.42,32.8,97.0,38,17,2.92,14.23,1.87,19.23,65.76
2057,嘉義縣,2015/01/11,新港,4.5,0.52,28.8,92.0,47,21,4.75,16.04,1.74,17.19,72.24
2058,嘉義縣,2015/01/10,朴子,3.6,0.37,32.5,81.0,26,16,2.11,13.47,1.82,18.2,64.85
2059,嘉義縣,2015/01/10,新港,3.6,0.43,28.9,80.0,38,17,2.6,14.36,1.78,16.12,71.9
2060,嘉義縣,2015/01/09,朴子,-,-,-,97.0,36,-,-,-,-,-,-
2061,嘉義縣,2015/01/09,新港,2.9,0.4,30.1,80.0,36,14,1.81,12.38,2.79,15.61,68.64
2062,嘉義縣,2015/01/08,朴子,4.6,0.47,31.0,137.0,45,17,2.25,14.78,3.29,16.38,59.01
2063,嘉義縣,2015/01/08,新港,4.0,0.46,28.9,101.0,40,16,5.43,10.14,3.75,14.29,66.55
2064,嘉義縣,2015/01/07,朴子,3.8,0.51,28.3,120.0,31,14,1.61,12.81,3.34,19.15,76.15
2065,嘉義縣,2015/01/07,新港,-,0.54,-,98.0,33,13,2.24,10.93,3.75,17.32,80.69
2066,嘉義縣,2015/01/06,朴子,3.8,0.45,28.9,96.0,45,18,4.26,14.19,2.1,22.37,74.45
2067,嘉義縣,2015/01/06,新港,4.1,0.52,26.6,102.0,43,25,9.24,15.57,2.31,20.24,79.66
2068,嘉義縣,2015/01/05,朴子,4.1,0.52,29.8,99.0,56,25,5.3,19.78,1.35,21.08,66.88
2069,嘉義縣,2015/01/05,新港,2.9,0.51,27.0,93.0,51,25,9.21,15.96,1.54,18.95,74.0
2070,嘉義縣,2015/01/04,朴子,3.6,0.5,31.2,111.0,55,21,3.66,17.37,1.5,19.16,70.23
2071,嘉義縣,2015/01/04,新港,3.3,0.62,25.7,122.0,68,26,7.92,17.71,1.39,17.13,74.06
2072,嘉義縣,2015/01/03,朴子,4.0,0.44,30.6,84.0,31,19,1.96,17.07,1.48,17.45,66.35
2073,嘉義縣,2015/01/03,新港,3.4,0.44,28.5,89.0,40,19,2.96,16.47,1.59,15.52,72.43
2074,嘉義縣,2015/01/02,朴子,3.3,0.31,31.9,85.0,27,13,1.77,11.63,1.99,16.11,60.98
2075,嘉義縣,2015/01/02,新港,2.8,0.36,30.4,73.0,29,13,1.55,11.54,2.19,14.04,66.8
2076,嘉義縣,2015/01/01,朴子,4.2,0.46,33.3,147.0,43,15,1.43,13.23,2.54,16.27,62.3
2077,嘉義縣,2015/01/01,新港,3.9,0.51,29.2,127.0,47,18,2.8,15.27,2.86,14.16,69.28
2078,屏東縣,2015/01/31,屏東,3.1,0.53,30.4,83.0,35,21,2.61,18.06,1.64,19.03,68.24
2079,屏東縣,2015/01/31,潮州,3.3,0.49,35.2,99.0,36,19,2.02,17.29,1.5,18.87,74.24
2080,屏東縣,2015/01/31,恆春,1.5,0.28,43.2,23.0,8,3,1.07,1.83,11.29,19.78,70.6
2081,屏東縣,2015/01/30,屏東,2.1,0.45,26.0,76.0,36,18,1.62,16.08,1.56,20.03,71.35
2082,屏東縣,2015/01/30,潮州,2.6,0.44,31.8,109.0,41,19,2.43,16.94,1.46,19.27,79.34
2083,屏東縣,2015/01/30,恆春,0.7,0.15,44.9,21.0,7,-,-,-,8.25,21.16,73.69
2084,屏東縣,2015/01/29,屏東,3.1,0.53,32.4,91.0,36,24,3.43,20.27,1.46,20.85,68.36
2085,屏東縣,2015/01/29,潮州,3.3,0.52,35.3,111.0,43,22,2.77,19.56,1.31,20.45,75.12
2086,屏東縣,2015/01/29,恆春,1.2,0.14,44.0,20.0,7,3,1.36,1.81,7.33,21.0,74.05
2087,屏東縣,2015/01/28,屏東,5.1,0.84,22.0,101.0,55,32,3.24,29.12,1.43,20.78,73.4
2088,屏東縣,2015/01/28,潮州,2.7,0.57,28.4,104.0,46,19,3.02,15.73,1.32,19.98,82.99
2089,屏東縣,2015/01/28,恆春,0.8,0.27,49.1,20.0,7,2,0.35,2.0,11.62,20.46,70.98
2090,屏東縣,2015/01/27,屏東,2.9,0.62,23.8,81.0,43,24,2.32,21.63,1.54,21.24,75.62
2091,屏東縣,2015/01/27,潮州,2.3,0.39,28.3,70.0,31,17,1.56,15.82,1.37,20.77,82.49
2092,屏東縣,2015/01/27,恆春,1.3,0.22,39.9,29.0,10,4,0.78,3.42,5.65,20.98,82.97
2093,屏東縣,2015/01/26,屏東,3.0,0.59,36.1,94.0,61,20,1.74,18.34,1.38,22.1,59.36
2094,屏東縣,2015/01/26,潮州,4.2,0.55,37.8,122.0,49,20,1.74,18.57,1.23,21.67,65.83
2095,屏東縣,2015/01/26,恆春,1.0,0.13,41.3,33.0,9,3,1.21,1.9,3.64,22.13,79.67
2096,屏東縣,2015/01/25,屏東,4.7,0.74,54.5,111.0,68,24,1.97,22.22,1.52,21.63,51.27
2097,屏東縣,2015/01/25,潮州,4.0,0.52,54.3,99.0,51,15,1.35,13.75,1.43,20.69,59.98
2098,屏東縣,2015/01/25,恆春,1.2,0.13,49.1,36.0,13,3,1.44,1.32,5.73,21.66,67.81
2099,屏東縣,2015/01/24,屏東,3.5,0.66,45.4,91.0,49,23,1.67,20.85,1.47,18.63,54.8
2100,屏東縣,2015/01/24,潮州,4.3,0.53,52.1,103.0,52,17,1.44,15.25,1.46,17.4,64.72
2101,屏東縣,2015/01/24,恆春,-,-,-,-,-,-,-,-,-,-,-
2102,屏東縣,2015/01/23,屏東,3.4,0.63,42.5,86.0,41,23,1.62,21.23,1.64,18.13,54.55
2103,屏東縣,2015/01/23,潮州,3.7,0.52,44.0,99.0,49,17,1.46,15.22,1.43,16.76,69.18
2104,屏東縣,2015/01/23,恆春,2.1,0.31,63.5,70.0,35,5,1.06,3.74,7.62,18.42,64.3
2105,屏東縣,2015/01/22,屏東,3.2,0.58,41.8,86.0,41,20,2.4,17.83,1.36,19.45,54.0
2106,屏東縣,2015/01/22,潮州,3.0,0.5,39.5,102.0,52,17,1.76,15.64,1.28,18.42,70.67
2107,屏東縣,2015/01/22,恆春,2.1,0.25,62.4,66.0,28,4,0.97,3.26,6.74,19.4,67.77
2108,屏東縣,2015/01/21,屏東,1.9,0.58,34.0,109.0,56,19,1.7,17.36,1.56,20.4,68.23
2109,屏東縣,2015/01/21,潮州,2.0,0.52,31.8,122.0,58,18,1.93,16.24,1.52,19.96,75.38
2110,屏東縣,2015/01/21,恆春,1.0,0.27,47.3,39.0,18,4,0.77,3.54,3.21,19.69,80.68
2111,屏東縣,2015/01/20,屏東,6.0,0.8,37.2,107.0,64,26,2.06,24.16,1.33,19.99,72.03
2112,屏東縣,2015/01/20,潮州,5.1,0.57,39.6,103.0,50,18,1.42,16.11,1.02,19.51,76.27
2113,屏東縣,2015/01/20,恆春,1.2,0.3,55.6,46.0,22,4,0.67,2.88,9.46,19.3,70.72
2114,屏東縣,2015/01/19,屏東,5.1,0.76,20.7,94.0,45,31,3.27,27.65,1.35,17.94,73.66
2115,屏東縣,2015/01/19,潮州,4.1,0.54,21.8,98.0,48,22,2.36,19.34,0.88,17.13,82.15
2116,屏東縣,2015/01/19,恆春,1.1,0.22,52.5,46.0,25,3,0.33,3.04,12.4,18.6,72.44
2117,屏東縣,2015/01/18,屏東,3.7,0.66,30.5,128.0,71,22,2.48,19.96,1.48,18.05,63.09
2118,屏東縣,2015/01/18,潮州,4.5,0.65,30.5,151.0,72,23,2.9,19.93,1.16,17.66,67.48
2119,屏東縣,2015/01/18,恆春,1.2,0.32,47.4,47.0,24,4,0.25,3.83,7.75,19.48,63.24
2120,屏東縣,2015/01/17,屏東,4.6,0.64,32.6,106.0,50,25,3.34,21.27,1.5,18.63,65.74
2121,屏東縣,2015/01/17,潮州,3.0,0.5,30.8,105.0,46,17,2.61,14.46,1.2,17.73,71.07
2122,屏東縣,2015/01/17,恆春,2.1,0.3,51.3,57.0,29,-,-,-,9.57,18.64,70.55
2123,屏東縣,2015/01/16,屏東,2.3,0.52,28.0,79.0,36,20,2.42,17.17,1.43,19.59,65.7
2124,屏東縣,2015/01/16,潮州,4.3,0.51,29.0,113.0,41,22,1.41,20.54,1.27,18.76,72.04
2125,屏東縣,2015/01/16,恆春,0.9,0.13,44.0,26.0,9,5,3.28,1.5,6.29,20.1,63.47
2126,屏東縣,2015/01/15,屏東,6.3,0.68,27.1,85.0,36,30,3.83,26.09,1.43,19.52,68.74
2127,屏東縣,2015/01/15,潮州,3.8,0.49,35.5,87.0,38,22,2.93,18.89,1.17,19.04,75.18
2128,屏東縣,2015/01/15,恆春,1.2,0.18,43.6,29.0,11,5,3.48,1.46,10.01,19.54,72.82
2129,屏東縣,2015/01/14,屏東,2.2,0.38,28.0,33.0,12,16,1.8,14.28,2.12,20.03,69.87
2130,屏東縣,2015/01/14,潮州,2.1,0.34,28.5,-,21,17,3.0,13.53,2.11,19.83,74.59
2131,屏東縣,2015/01/14,恆春,1.3,0.21,44.7,28.0,12,7,4.48,2.28,5.88,20.58,86.18
2132,屏東縣,2015/01/13,屏東,3.5,0.56,37.4,90.0,40,22,1.66,19.83,1.57,19.92,66.89
2133,屏東縣,2015/01/13,潮州,3.6,0.48,38.1,-,37,18,1.89,16.38,1.57,19.98,73.14
2134,屏東縣,2015/01/13,恆春,1.2,0.21,57.1,40.0,20,5,4.06,1.31,9.22,21.03,73.21
2135,屏東縣,2015/01/12,屏東,4.0,0.68,38.7,80.0,39,24,2.1,21.75,1.55,20.83,63.93
2136,屏東縣,2015/01/12,潮州,3.9,0.5,44.2,85.0,37,16,1.38,14.65,1.64,19.86,70.58
2137,屏東縣,2015/01/12,恆春,2.0,0.23,60.5,36.0,24,6,3.68,2.0,13.13,19.16,73.73
2138,屏東縣,2015/01/11,屏東,3.4,0.61,38.6,75.0,38,21,1.61,19.44,1.48,19.62,60.7
2139,屏東縣,2015/01/11,潮州,2.8,0.4,46.2,72.0,38,13,1.22,11.64,1.41,17.96,69.85
2140,屏東縣,2015/01/11,恆春,1.7,0.19,51.2,29.0,18,6,3.74,1.89,10.72,19.27,73.39
2141,屏東縣,2015/01/10,屏東,3.0,0.55,37.5,92.0,49,20,1.88,18.58,1.26,18.95,60.51
2142,屏東縣,2015/01/10,潮州,3.1,0.48,40.9,106.0,53,16,1.3,14.45,1.03,18.03,67.18
2143,屏東縣,2015/01/10,恆春,1.3,0.14,46.2,32.0,14,6,3.98,1.54,8.13,19.13,66.62
2144,屏東縣,2015/01/09,屏東,3.8,0.67,33.0,103.0,58,26,3.38,22.66,1.33,18.86,63.12
2145,屏東縣,2015/01/09,潮州,4.3,0.6,37.2,129.0,63,22,2.4,19.14,1.29,18.3,70.33
2146,屏東縣,2015/01/09,恆春,0.8,0.19,43.7,41.0,19,-,-,-,8.19,18.84,61.97
2147,屏東縣,2015/01/08,屏東,3.8,0.74,16.8,86.0,43,26,2.22,23.52,1.21,17.8,66.74
2148,屏東縣,2015/01/08,潮州,4.3,0.72,18.0,109.0,47,28,2.67,24.87,1.05,17.72,71.05
2149,屏東縣,2015/01/08,恆春,1.3,0.3,43.8,36.0,22,-,-,-,10.01,18.27,72.87
2150,屏東縣,2015/01/07,屏東,2.8,0.63,21.4,102.0,50,24,2.64,20.97,1.44,21.38,70.77
2151,屏東縣,2015/01/07,潮州,3.8,0.59,22.8,116.0,54,24,2.44,21.55,1.51,21.38,73.58
2152,屏東縣,2015/01/07,恆春,1.7,0.26,44.8,26.0,11,2,0.42,1.29,9.12,21.63,76.93
2153,屏東縣,2015/01/06,屏東,4.1,0.58,41.2,74.0,40,23,1.95,20.95,1.57,23.13,61.65
2154,屏東縣,2015/01/06,潮州,3.8,0.42,41.0,63.0,31,16,1.67,13.93,1.46,21.75,70.56
2155,屏東縣,2015/01/06,恆春,0.9,0.09,35.2,19.0,5,2,1.19,1.11,6.07,22.43,79.27
2156,屏東縣,2015/01/05,屏東,3.5,0.78,30.0,70.0,36,28,3.49,24.72,1.46,21.66,59.86
2157,屏東縣,2015/01/05,潮州,2.0,0.39,36.9,54.0,29,13,1.52,11.95,1.38,20.47,69.03
2158,屏東縣,2015/01/05,恆春,1.1,0.1,39.6,23.0,8,2,1.01,0.62,5.62,21.72,77.74
2159,屏東縣,2015/01/04,屏東,3.2,0.76,25.8,82.0,50,25,4.13,20.59,1.46,20.04,59.81
2160,屏東縣,2015/01/04,潮州,1.9,0.39,37.6,52.0,30,12,1.11,10.9,1.48,18.63,69.32
2161,屏東縣,2015/01/04,恆春,0.7,0.12,43.5,25.0,10,1,0.58,0.56,6.97,20.4,69.36
2162,屏東縣,2015/01/03,屏東,3.5,0.53,35.3,76.0,40,20,1.82,17.9,1.53,18.15,64.32
2163,屏東縣,2015/01/03,潮州,3.3,0.51,36.7,77.0,40,18,1.97,16.18,1.31,17.21,72.9
2164,屏東縣,2015/01/03,恆春,0.8,0.13,44.9,29.0,13,2,1.63,0.78,8.6,18.69,65.69
2165,屏東縣,2015/01/02,屏東,4.0,0.6,33.4,102.0,49,22,2.45,19.71,1.52,17.46,61.16
2166,屏東縣,2015/01/02,潮州,4.9,0.54,32.5,118.0,51,23,2.63,20.2,1.22,17.17,66.49
2167,屏東縣,2015/01/02,恆春,1.2,0.16,44.8,36.0,15,3,1.08,1.59,9.26,17.72,61.36
2168,屏東縣,2015/01/01,屏東,3.8,0.6,36.4,101.0,55,21,2.08,19.13,1.71,18.03,63.77
2169,屏東縣,2015/01/01,潮州,3.4,0.53,38.0,100.0,48,14,1.07,13.01,1.4,17.61,65.16
2170,屏東縣,2015/01/01,恆春,2.4,0.29,54.0,66.0,31,4,1.79,2.05,10.08,18.47,63.11
2171,臺東縣,2015/01/31,臺東,1.3,0.45,34.3,16.0,7,7,1.78,5.47,2.39,18.85,68.08
2172,臺東縣,2015/01/31,關山,1.3,-,34.2,17.0,7,5,1.26,3.89,2.95,15.91,74.23
2173,臺東縣,2015/01/30,臺東,1.3,0.3,30.8,22.0,7,6,1.65,4.54,2.62,20.28,73.65
2174,臺東縣,2015/01/30,關山,1.4,-,24.8,17.0,6,6,1.83,4.42,2.13,17.27,79.52
2175,臺東縣,2015/01/29,臺東,1.1,0.34,32.6,14.0,6,8,1.84,6.37,2.06,20.39,70.86
2176,臺東縣,2015/01/29,關山,1.3,-,26.3,18.0,6,13,5.28,8.06,1.37,18.09,74.03
2177,臺東縣,2015/01/28,臺東,0.8,0.47,37.9,13.0,5,8,1.8,6.12,2.08,19.62,69.31
2178,臺東縣,2015/01/28,關山,1.4,-,36.6,14.0,5,6,1.13,5.03,2.6,16.48,76.9
2179,臺東縣,2015/01/27,臺東,1.1,0.39,33.4,12.0,6,8,1.99,5.65,1.86,20.17,84.49
2180,臺東縣,2015/01/27,關山,1.4,-,31.6,13.0,7,6,0.96,5.12,1.79,17.85,87.47
2181,臺東縣,2015/01/26,臺東,1.5,0.35,27.2,21.0,11,8,2.28,6.09,1.49,20.82,72.83
2182,臺東縣,2015/01/26,關山,1.3,-,24.0,24.0,10,6,1.05,4.49,1.27,18.32,78.98
2183,臺東縣,2015/01/25,臺東,1.2,0.42,29.1,28.0,16,11,1.81,9.1,1.52,19.54,61.9
2184,臺東縣,2015/01/25,關山,1.2,-,26.1,32.0,16,6,1.04,4.76,1.05,16.79,71.21
2185,臺東縣,2015/01/24,臺東,1.3,0.41,36.0,36.0,22,9,1.54,7.4,1.99,17.93,58.12
2186,臺東縣,2015/01/24,關山,1.4,-,33.1,42.0,23,5,1.22,3.98,1.21,15.09,67.62
2187,臺東縣,2015/01/23,臺東,2.4,0.56,47.9,74.0,41,11,1.49,9.44,2.27,17.25,63.25
2188,臺東縣,2015/01/23,關山,2.6,-,45.0,77.0,40,6,0.49,5.25,1.37,15.47,65.24
2189,臺東縣,2015/01/22,臺東,2.6,0.47,49.5,59.0,31,9,1.73,7.72,2.27,18.6,62.56
2190,臺東縣,2015/01/22,關山,2.3,-,46.5,69.0,32,8,1.56,6.24,1.69,15.88,68.99
2191,臺東縣,2015/01/21,臺東,1.0,0.45,40.8,33.0,20,8,1.6,6.63,2.0,19.68,76.47
2192,臺東縣,2015/01/21,關山,1.2,-,28.6,32.0,18,6,1.23,4.87,1.14,17.14,83.06
2193,臺東縣,2015/01/20,臺東,1.8,0.5,40.8,52.0,29,8,1.3,7.06,2.02,18.45,65.52
2194,臺東縣,2015/01/20,關山,1.3,-,31.9,48.0,26,8,1.1,6.57,1.29,15.62,76.62
2195,臺東縣,2015/01/19,臺東,1.4,0.4,39.5,48.0,23,8,1.76,6.41,2.3,18.04,63.44
2196,臺東縣,2015/01/19,關山,1.6,-,38.9,55.0,25,6,0.69,5.37,2.51,15.2,71.64
2197,臺東縣,2015/01/18,臺東,2.0,0.48,34.2,46.0,27,8,1.2,6.53,2.16,18.2,57.31
2198,臺東縣,2015/01/18,關山,1.8,-,32.1,48.0,28,7,0.9,5.74,1.79,15.48,65.97
2199,臺東縣,2015/01/17,臺東,1.9,0.45,40.1,56.0,32,8,1.54,6.54,2.4,17.53,62.21
2200,臺東縣,2015/01/17,關山,2.6,-,39.2,64.0,36,6,0.32,5.4,2.41,14.36,72.7
2201,臺東縣,2015/01/16,臺東,0.8,0.34,31.4,19.0,9,9,2.02,6.48,2.16,19.06,60.25
2202,臺東縣,2015/01/16,關山,1.3,-,27.2,24.0,9,5,0.97,4.49,1.35,16.26,70.04
2203,臺東縣,2015/01/15,臺東,1.0,0.4,31.3,23.0,9,9,2.14,6.98,2.16,18.34,68.47
2204,臺東縣,2015/01/15,關山,1.5,-,30.6,26.0,12,6,1.78,4.71,2.1,15.71,76.41
2205,臺東縣,2015/01/14,臺東,0.9,0.38,34.1,13.0,7,8,1.89,5.64,2.56,19.62,84.47
2206,臺東縣,2015/01/14,關山,1.0,-,27.5,10.0,7,7,2.18,4.6,1.69,17.7,87.93
2207,臺東縣,2015/01/13,臺東,1.3,0.39,38.2,23.0,13,9,2.0,7.36,1.88,18.88,74.84
2208,臺東縣,2015/01/13,關山,1.2,-,34.7,30.0,15,7,2.05,4.68,1.3,17.1,77.62
2209,臺東縣,2015/01/12,臺東,1.8,0.43,46.5,32.0,18,8,1.5,6.54,1.98,18.35,66.69
2210,臺東縣,2015/01/12,關山,1.8,-,45.1,35.0,20,6,1.14,5.01,2.11,15.43,77.54
2211,臺東縣,2015/01/11,臺東,2.2,0.32,39.5,28.0,14,7,1.91,4.63,2.27,18.81,65.07
2212,臺東縣,2015/01/11,關山,2.0,-,36.8,34.0,17,6,1.25,4.4,2.33,16.07,73.35
2213,臺東縣,2015/01/10,臺東,1.3,0.32,30.6,26.0,13,8,1.85,6.08,2.22,17.98,60.32
2214,臺東縣,2015/01/10,關山,1.2,-,27.2,28.0,14,6,0.64,4.97,1.68,15.35,68.35
2215,臺東縣,2015/01/09,臺東,1.1,0.41,28.5,37.0,20,9,2.07,7.39,2.29,17.12,56.5
2216,臺東縣,2015/01/09,關山,1.5,-,25.7,39.0,22,8,2.17,5.58,1.59,14.51,64.71
2217,臺東縣,2015/01/08,臺東,1.6,0.51,30.8,31.0,18,10,2.37,7.25,2.27,16.46,70.23
2218,臺東縣,2015/01/08,關山,1.7,-,30.3,42.0,22,8,1.68,6.19,2.19,13.6,79.08
2219,臺東縣,2015/01/07,臺東,1.5,0.45,32.6,22.0,13,9,2.09,6.83,1.94,19.98,78.11
2220,臺東縣,2015/01/07,關山,1.3,-,32.9,26.0,14,7,1.43,6.06,2.12,17.27,84.67
2221,臺東縣,2015/01/06,臺東,1.4,0.34,24.9,14.0,7,9,2.4,6.59,1.49,22.41,75.44
2222,臺東縣,2015/01/06,關山,1.3,-,19.4,18.0,8,6,1.45,4.11,1.06,20.4,76.26
2223,臺東縣,2015/01/05,臺東,1.1,0.36,26.0,18.0,8,9,2.14,6.46,1.41,21.44,69.53
